raw_name	canonical_id	canonical_name	query_name	role	is_control	is_quality_control	mapping_status	evidence_tier	pubchem_cid	inchikey	isomeric_smiles	canonical_smiles	formulation_class	proxy_target	source_url	source_version	retrieved_utc	notes	identity_review_outcome	secondary_source	secondary_id	secondary_name	secondary_inchikey	secondary_source_url	secondary_review_notes	evidence_snapshot_path	evidence_snapshot_sha256	source_snapshot_sha256
Nigericin	pubchem:34230	Nigericin	Nigericin	train	False	False	high_confidence_candidate	C_database_lookup	34230	DANUORFCFTYTSZ-SJSJOXFOSA-N	C[C@H]1CC[C@@H](O[C@H]1[C@@H](C)C(=O)O)C[C@@H]2C[C@H]([C@H]([C@@]3(O2)[C@@H](C[C@@](O3)(C)[C@H]4CC[C@@](O4)(C)[C@H]5[C@H](C[C@@H](O5)[C@@H]6[C@H](C[C@H]([C@@](O6)(CO)O)C)C)C)C)C)OC	CC1CCC(OC1C(C)C(=O)O)CC2CC(C(C3(O2)C(CC(O3)(C)C4CCC(O4)(C)C5C(CC(O5)C6C(CC(C(O6)(CO)O)C)C)C)C)C)OC	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/34230	PubChem PUG REST	2026-08-09T15:09:27.587851+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Nocodazole	pubchem:4122	Nocodazole	Nocodazole	train	False	False	high_confidence_candidate	C_database_lookup	4122	KYRVNWMVYQXFEU-UHFFFAOYSA-N	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/4122	PubChem PUG REST	2026-08-09T15:09:27.670040+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Nystatin dihydrate	pubchem:154809619	Nystatin dihydrate	Nystatin dihydrate	train	False	False	high_confidence_candidate	C_database_lookup	154809619	VXWFKTGGEJLHPP-LYAKXBBJSA-N	C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC2CC3C(C(CC(O3)(CC(C(CCC(CC(CC(CC(=O)OC(C(C(C(/C=C/C=C/CC/C=C/C=C/C=C/C=C2)C)O)C)C)O)O)O)O)O)O)O)C(=O)O)O)N)O.O.O	CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O.O.O	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/154809619	PubChem PUG REST	2026-08-09T15:09:28.341991+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Oligomycin	goai-chemical:oligomycin	Oligomycin	Oligomycin A	train	False	False	proxy	D_proxy_assumption	52947716	MNULEGDCPYONBU-AWJDAWNUSA-N	CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C	CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C	mixture_to_component	pubchem:52947716	https://pubchem.ncbi.nlm.nih.gov/compound/52947716	PubChem PUG REST	2026-08-09T15:09:28.617905+00:00		mixture_to_component	ChEBI	CHEBI:28285	oligomycin A	MNULEGDCPYONBU-AWJDAWNUSA-N	https://www.ebi.ac.uk/chebi/backend/api/public/compound/CHEBI:28285/	ChEBI has a separate oligomycin-mixture record CHEBI:84314 and distinct A/B/C components. CID 52947716 is independently confirmed as oligomycin A only, so generic oligomycin remains a component proxy.	/home/chenyuming/Project/go-ai/resources/entities/evidence/chemical_second_source_20260813/chebi_search_oligomycin.json	bf57e06de2c642cf67f039a4f063307ca25fc05325c458bca378398ddd164e67	928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Parthenolide	pubchem:6473881	Parthenolide	Parthenolide	train	False	False	high_confidence_candidate	C_database_lookup	6473881	KTEXNACQROZXEV-SLXBATTESA-N	C/C/1=C\CC[C@@]2([C@@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C	CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/6473881	PubChem PUG REST	2026-08-09T15:09:28.632396+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Pentamidine isethionate	pubchem:8813	Pentamidine Isethionate	Pentamidine isethionate	val	False	False	high_confidence_candidate	C_database_lookup	8813	YBVNFKZSMZGRAD-UHFFFAOYSA-N	C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O	C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/8813	PubChem PUG REST	2026-08-09T15:09:28.747856+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Plumbagin	pubchem:10205	Plumbagin	Plumbagin	test	False	False	verified	A_verified	10205	VCMMXZQDRFWYSE-UHFFFAOYSA-N	CC1=CC(=O)C2=C(C1=O)C=CC=C2O	CC1=CC(=O)C2=C(C1=O)C=CC=C2O	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/10205	PubChem PUG REST	2026-08-09T15:09:29.848890+00:00		exact_name_and_inchikey_match	ChEBI	CHEBI:8273	plumbagin	VCMMXZQDRFWYSE-UHFFFAOYSA-N	https://www.ebi.ac.uk/chebi/backend/api/public/compound/CHEBI:8273/	Three-star ChEBI record independently matches the PubChem InChIKey and compound identity.	/home/chenyuming/Project/go-ai/resources/entities/evidence/chemical_second_source_20260813/chebi_search_plumbagin.json	5177902883adf47dd8aa6f487456e6a015f850e7d7f8bc2451564dd294f9dfa4	928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Quality Control	goai-chemical:quality-control	Quality Control	Quality Control	train	False	True	unresolved	E_unresolved					quality_control			PubChem PUG REST	2026-08-09T15:09:30.011268+00:00	HTTPError: HTTP Error 404: PUGREST.NotFound										928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Raloxifene hydrochloride	pubchem:54900	Raloxifene Hydrochloride	Raloxifene hydrochloride	val	False	False	high_confidence_candidate	C_database_lookup	54900	BKXVVCILCIUCLG-UHFFFAOYSA-N	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/54900	PubChem PUG REST	2026-08-09T15:09:30.037566+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Rapamycin	pubchem:5284616	Sirolimus	Rapamycin	train	False	False	high_confidence_candidate	C_database_lookup	5284616	QFJCIRLUMZQUOT-HPLJOQBZSA-N	C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/5284616	PubChem PUG REST	2026-08-09T15:09:30.230136+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
SDS	pubchem:3423265	Sodium Lauryl Sulfate	Sodium dodecyl sulfate	train	False	False	high_confidence_candidate	C_database_lookup	3423265	DBMJMQXJHONAFJ-UHFFFAOYSA-M	CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]	CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/3423265	PubChem PUG REST	2026-08-09T15:09:30.316362+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Sorbitol	pubchem:5780	Sorbitol	Sorbitol	train	False	False	high_confidence_candidate	C_database_lookup	5780	FBPFZTCFMRRESA-JGWLITMVSA-N	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	C(C(C(C(C(CO)O)O)O)O)O	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/5780	PubChem PUG REST	2026-08-09T15:09:30.497378+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Staurosporine	pubchem:44259	Staurosporine	Staurosporine	train	False	False	high_confidence_candidate	C_database_lookup	44259	HKSZLNNOFSGOKW-FYTWVXJKSA-N	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC	CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/44259	PubChem PUG REST	2026-08-09T15:09:30.515512+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Sulfometuron methyl	pubchem:52997	Sulfometuron-methyl	Sulfometuron methyl	val	False	False	high_confidence_candidate	C_database_lookup	52997	ZDXMLEQEMNLCQG-UHFFFAOYSA-N	CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C	CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/52997	PubChem PUG REST	2026-08-09T15:09:31.704852+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Tamoxifen	pubchem:2733526	Tamoxifen	Tamoxifen	test	False	False	verified	A_verified	2733526	NKANXQFJJICGDU-QPLCGJKRSA-N	CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3	CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/2733526	PubChem PUG REST	2026-08-09T15:09:31.709125+00:00		exact_name_and_inchikey_match	ChEBI	CHEBI:41774	tamoxifen	NKANXQFJJICGDU-QPLCGJKRSA-N	https://www.ebi.ac.uk/chebi/backend/api/public/compound/CHEBI:41774/	Three-star ChEBI record independently matches the PubChem InChIKey and free-base identity; citrate is a distinct ChEBI entry.	/home/chenyuming/Project/go-ai/resources/entities/evidence/chemical_second_source_20260813/chebi_search_tamoxifen.json	1a9ebee81e6f1a17cc0edf0d06f7db4f5bc163f8d6db5e88605d418094f8b4a9	928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Trichostatin A	pubchem:444732	Trichostatin A	Trichostatin A	train	False	False	high_confidence_candidate	C_database_lookup	444732	RTKIYFITIVXBLE-QEQCGCAPSA-N	C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C	CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/444732	PubChem PUG REST	2026-08-09T15:09:31.744812+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Trifluoperazine dihydrochloride	pubchem:66064	Trifluoperazine Hydrochloride	Trifluoperazine dihydrochloride	train	False	False	high_confidence_candidate	C_database_lookup	66064	BXDAOUXDMHXPDI-UHFFFAOYSA-N	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/66064	PubChem PUG REST	2026-08-09T15:09:32.017571+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Tunicamycin	goai-chemical:tunicamycin	Tunicamycin	Tunicamycin A1	train	False	False	proxy	D_proxy_assumption	56927832	YJQCOFNZVFGCAF-LLXUUZRASA-N	CC(C)CCCCCCCC/C=C/C(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)C[C@H]([C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O)O)O)O	CC(C)CCCCCCCCC=CC(=O)NC1C(C(C(OC1OC2C(C(C(C(O2)CO)O)O)NC(=O)C)CC(C3C(C(C(O3)N4C=CC(=O)NC4=O)O)O)O)O)O	mixture_to_component	pubchem:56927832	https://pubchem.ncbi.nlm.nih.gov/compound/56927832	PubChem PUG REST	2026-08-09T15:09:32.031660+00:00		mixture_to_component	ChEBI	CHEBI:64245	tunicamycin A1	YJQCOFNZVFGCAF-LLXUUZRASA-N	https://www.ebi.ac.uk/chebi/backend/api/public/compound/CHEBI:64245/	ChEBI generic tunicamycin CHEBI:29699 is a variable family record with multiple homologs. CID 56927832 is independently confirmed as A1 only, so the generic label remains a component proxy.	/home/chenyuming/Project/go-ai/resources/entities/evidence/chemical_second_source_20260813/chebi_search_tunicamycin.json	5db990880009b5f9ef479d1e9c8fa58f684ce00850c7c07b9c6c08e107921102	928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
U-73122	pubchem:104794	1-(6-(((17beta)-3-Methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione	U73122	train	False	False	high_confidence_candidate	C_database_lookup	104794	LUFAORPFSVMJIW-ZRJUGLEFSA-N	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2NCCCCCCN4C(=O)C=CC4=O)CCC5=C3C=CC(=C5)OC	CC12CCC3C(C1CCC2NCCCCCCN4C(=O)C=CC4=O)CCC5=C3C=CC(=C5)OC	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/104794	PubChem PUG REST	2026-08-09T15:09:32.276125+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Valinomycin	pubchem:3000706	Valinomycin	Valinomycin	train	False	False	high_confidence_candidate	C_database_lookup	3000706	FCFNRCROJUBPLU-DNDCDFAISA-N	C[C@H]1C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C	CC1C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/3000706	PubChem PUG REST	2026-08-09T15:09:32.373946+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Water	pubchem:962	Water	Water	train	True	False	high_confidence_candidate	C_database_lookup	962	XLYOFNOQVPJJNP-UHFFFAOYSA-N	O	O	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/962	PubChem PUG REST	2026-08-09T15:09:32.835101+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
Wortmannin	pubchem:312145	Wortmannin	Wortmannin	train	False	False	high_confidence_candidate	C_database_lookup	312145	QDLHCMPXEPAAMD-QAIWCSMKSA-N	CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C	CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C	exact_database_candidate		https://pubchem.ncbi.nlm.nih.gov/compound/312145	PubChem PUG REST	2026-08-09T15:09:32.849424+00:00											928ebf5698b42c873a092672613d224aace4f94c4268b103220a13d6043e6b78
